booth,remote,station,line_name,division,station_id,station_id_2,station_id_3,station_name,complex_id,complex_name,prior_remotes,prior_station_names,poe_loc,omny_id,booth_status,tracked_as,location
N339A,R114,PARSONS BLVD,F,IND,256,,,Parsons Blvd,256,,,,,,,,153rd St
N340,R115,169 ST,F,IND,255,,,169 St,255,,,,,,,,168th St
N340A,R115,169 ST,F,IND,255,,,169 St,255,,,,,,,,169th St
N342,R019,JAMAICA 179 ST,F,IND,254,,,Jamaica-179 St,254,,,"179 STREET,JAMAICA-179 ST",,,,,168th St
N343,R019,JAMAICA 179 ST,F,IND,254,,,Jamaica-179 St,254,,,"179 STREET,JAMAICA-179 ST",,,,,169th St
N400,R359,COURT SQ,EMG,IND,281,,,Court Sq,606,Court Sq - 23 St,,,,,,N400A,Pearson St
N400A,R359,COURT SQ,EMG,IND,281,274,,Court Sq,606,Court Sq - 23 St,,,,,,,23rd St
N401,R360,21 ST,G,IND,282,,,21 St,282,,,VAN ALSTON-21ST,,1162,,,21st St
N402,R360,21 ST,G,IND,282,,,21 St,282,,,,,,Closed,,11th St
N403,R239,GREENPOINT AV,G,IND,283,,,Greenpoint Av,283,,,GREENPOINT AVE,,,,N405,S/B India St
N404,R239,GREENPOINT AV,G,IND,283,,,Greenpoint Av,283,,,GREENPOINT AVE,,,,N405,N/B India St
N405,R239,GREENPOINT AV,G,IND,283,,,Greenpoint Av,283,,,GREENPOINT AVE,,,,,Greenpoint Ave
N406,R256,NASSAU AV,G,IND,284,,,Nassau Av,284,,,NASSAU ST,,,,N408A,S/B Norman Ave
N407,R256,NASSAU AV,G,IND,284,,,Nassau Av,284,,,NASSAU ST,,,,N408A,N/B Norman Ave
N408,R256,NASSAU AV,G,IND,284,,,Nassau Av,284,,,NASSAU ST,,,,N408A,Nassau Ave W/S
N408A,R256,NASSAU AV,G,IND,284,,,Nassau Av,284,,,NASSAU ST,,1155,,,Nassau Ave E/S
N409,R268,METROPOLITAN AV,GL,IND,285,,,Metropolitan Av,629,Metropolitan Av / Lorimer St,,,1824,,,,Metropolitan Ave
N410,R268,METROPOLITAN AV,GL,IND,285,,,Metropolitan Av,629,Metropolitan Av / Lorimer St,,,,,,N409,Powers St
N411,R299,BROADWAY,G,IND,286,,,Broadway,286,,,,,,Closed,,Montrose Ave
N412,R299,BROADWAY,G,IND,286,,,Broadway,286,,,,,,,,Broadway
N414,R316,FLUSHING AV,G,IND,287,,,Flushing Av,287,,,FLUSHING AVE,,,,,S/B Flushing Ave
N414A,R316,FLUSHING AV,G,IND,287,,,Flushing Av,287,,,FLUSHING AVE,,,,,N/B Gerry St
N415,R286,MYRTLE-WILLOUGH,G,IND,288,,,Myrtle-Willoughby Avs,288,,,,,,,,S/B Myrtle Ave
N415A,R286,MYRTLE-WILLOUGH,G,IND,288,,,Myrtle-Willoughby Avs,288,,,,,,Closed,,S/B Willoughby Ave
N416,R286,MYRTLE-WILLOUGH,G,IND,288,,,Myrtle-Willoughby Avs,288,,,,,,,,N/B Myrtle Ave
N416A,R286,MYRTLE-WILLOUGH,G,IND,288,,,Myrtle-Willoughby Avs,288,,,,,,Closed,,N/B Willoughby Ave
N417,R269,BEDFORD-NOSTRAN,G,IND,289,,,Bedford-Nostrand Avs,289,,,"BEDFORD/NOSTREN,BEDFORD/NOSTRAN",,,,,Nostrand Ave
N418,R269,BEDFORD-NOSTRAN,G,IND,289,,,Bedford-Nostrand Avs,289,,,"BEDFORD/NOSTREN,BEDFORD/NOSTRAN",,,,,Bedford Ave
N419,R287,CLASSON AV,G,IND,290,,,Classon Av,290,,,CLASSON AVE,,,,,Classon Ave
N420B,R317,CLINTON-WASH AV,G,IND,291,,,Clinton-Washington Avs,291,,,,,,,,Washington Ave
N421,R318,FULTON ST,G,IND,292,,,Fulton St,292,,,,,,Closed,,S Portland Ave
N422,R318,FULTON ST,G,IND,292,,,Fulton St,292,,,,,1140,,,Fulton St
N422A,R318,FULTON ST,G,IND,292,,,Fulton St,292,,,,,,,N422,N/B S Portland Ave
N422B,R318,FULTON ST,G,IND,292,,,Fulton St,292,,,,,,,N422,S/B S Portland Ave
N500,R020,47-50 STS ROCK,BDFM,IND,225,,,47-50 Sts-Rockefeller Ctr,225,,,47-50 ST-ROCK,2150,500,,,W 49th St
N500A,R020,47-50 STS ROCK,BDFM,IND,225,,,47-50 Sts-Rockefeller Ctr,225,,,47-50 ST-ROCK,,,,N500,W 48th-W 49th Sts
N500B,R020,47-50 STS ROCK,BDFM,IND,225,,,47-50 Sts-Rockefeller Ctr,225,,,47-50 ST-ROCK,,,Closed,,W 48th-W 49th Sts S/S
N501,R020,47-50 STS ROCK,BDFM,IND,225,,,47-50 Sts-Rockefeller Ctr,225,,,47-50 ST-ROCK,2151,502,,,W 47th St
N501A,R020,47-50 STS ROCK,BDFM,IND,225,,,47-50 Sts-Rockefeller Ctr,225,,,47-50 ST-ROCK,2152,501,,,W 48th St
N502,R021,42 ST-BRYANT PK,BDFM7,IND,226,,,42 St-Bryant Pk,609,42 St - Bryant Pk / 5 Av,,42 STREET,2153,504,,,W 42nd St N/S
N503,R021,42 ST-BRYANT PK,BDFM7,IND,226,,,42 St-Bryant Pk,609,42 St - Bryant Pk / 5 Av,,42 STREET,2154,505,,,W 42nd St S/S
N504,R021,42 ST-BRYANT PK,BDFM7,IND,226,,,42 St-Bryant Pk,609,42 St - Bryant Pk / 5 Av,,42 STREET,2155,506,,,W 40th St
N505,R022,34 ST-HERALD SQ,BDFMNQRW,IND,227,12,,34 St-Herald Sq,607,34 St - Herald Sq,,34 STREET,,509,,,W 35th St
N505A,R022,34 ST-HERALD SQ,BDFMNQRW,IND,227,12,,34 St-Herald Sq,607,34 St - Herald Sq,,34 STREET,,,,N505,W 34th-W 35th St
N506,R022,34 ST-HERALD SQ,BDFMNQRW,IND,227,12,,34 St-Herald Sq,607,34 St - Herald Sq,,34 STREET,,,,,W 34th St W/S
N507,R023,34 ST-HERALD SQ,BDFMNQRW,IND,227,,,34 St-Herald Sq,607,34 St - Herald Sq,,34 STREET,,,,,W 33rd St
N508,R453,23 ST,FM,IND,228,,,23 St,228,,,"23RD STREET,23 ST-6 AVE",,516,,,S/B W 23rd St
N509,R203,23 ST,FM,IND,228,,,23 St,228,,,"23RD STREET,23 ST-6 AVE",,,,,N/B W 23rd St
N510,R163,14 ST,FLM123,IND,229,,,14 St,601,14 St / 6 Av,,14 ST-6 AVE,,,,,N/B W 16th St
N511,R163,14 ST,FLM123,IND,229,,,14 St,601,14 St / 6 Av,,14 ST-6 AVE,1838,,,,S/B W 16th St
N512,R163,14 ST,FLM123,IND,229,,,14 St,601,14 St / 6 Av,,14 ST-6 AVE,,,,,S/B W 14th St
N513,R163,14 ST,FLM123,IND,229,,,14 St,601,14 St / 6 Av,,14 ST-6 AVE,,,,,N/B W 14th St
N519,R461,B'WAY-LAFAYETTE,BDFQ6,IND,230,,,Broadway-Lafayette St,619,Broadway-Lafayette St / Bleecker St,,BROADWAY/LAFAY,,11,,,Broadway
N519A,R461,B'WAY-LAFAYETTE,BDFQ6,IND,230,408,,Broadway-Lafayette St,619,Broadway-Lafayette St / Bleecker St,,BROADWAY/LAFAY,1842,12,,,Lafayette St
N520,R240,GRAND ST,BD,IND,231,,,Grand St,231,,,,,1139,,,Grand St
N521,R300,2 AV,F,IND,232,,,2 Av,232,,,2 AVE,,,,,2nd Ave
N522,R300,2 AV,F,IND,232,,,2 Av,232,,,2 AVE,,,Closed,,Forsyth St
N523,R300,2 AV,F,IND,232,,,2 Av,232,,,2 AVE,,,,,1st Ave
N524,R142,DELANCEY/ESSEX,FJMZ,IND,233,,,Delancey St-Essex St,625,Delancey St / Essex St,,DELANCEY ST,,,Closed,,Rivington St
N525,R142,DELANCEY/ESSEX,FJMZ,IND,233,102,,Delancey St-Essex St,625,Delancey St / Essex St,,DELANCEY ST,,883,,,Delancey St N/S
N526,R142,DELANCEY/ESSEX,FJMZ,IND,233,102,,Delancey St-Essex St,625,Delancey St / Essex St,,DELANCEY ST,1847,,,,Delancey St S/S
N526A,R142,DELANCEY/ESSEX,FJMZ,IND,233,102,,Delancey St-Essex St,625,Delancey St / Essex St,,DELANCEY ST,,,Exit-only,N526,Delancey St S/S
N527,R142,DELANCEY/ESSEX,FJMZ,IND,233,,,Delancey St-Essex St,625,Delancey St / Essex St,,DELANCEY ST,,,Closed,,Broome St
N528,R257,EAST BROADWAY,F,IND,234,,,East Broadway,234,,,,,,,,E Broadway
N529,R257,EAST BROADWAY,F,IND,234,,,East Broadway,234,,,,,,,,Madison St
N530,R301,YORK ST,F,IND,235,,,York St,235,,,,,,,,York St
N531,R129,BERGEN ST,FG,IND,236,,,Bergen St,236,,,,,,,,S/B Bergen St
N531A,R129,BERGEN ST,FG,IND,236,,,Bergen St,236,,,,,,,N531,S/B Warren St
N532,R129,BERGEN ST,FG,IND,236,,,Bergen St,236,,,,,1131,,,N/B Bergen St
N533,R129,BERGEN ST,FG,IND,236,,,Bergen St,236,,,,,,,,N/B Warren St
N534,R220,CARROLL ST,FG,IND,237,,,Carroll St,237,,,,,,,,N/B President St
N534A,R220,CARROLL ST,FG,IND,237,,,Carroll St,237,,,,,,,N534,S/B President St
N535,R220,CARROLL ST,FG,IND,237,,,Carroll St,237,,,,,,,,2nd Pl
N536,R270,SMITH-9 ST,FG,IND,238,,,Smith-9 Sts,238,,,SMITH/9 ST,,,,,9th St
N537,R258,4 AV-9 ST,DFGMNR,IND,239,29,,4 Av-9 St,608,4 Av - 9 St,,4 AVE,,,,,4th Ave
N539,R288,7 AV,FG,IND,240,,,7 Av,240,,,7 AV-PARK SLOPE,,,,,7th Ave
N539A,R288,7 AV,FG,IND,240,,,7 Av,240,,,7 AV-PARK SLOPE,,,Closed,,7th-8th Aves
N541,R241,15 ST-PROSPECT,FG,IND,241,,,15 St-Prospect Park,241,,,,1859,,,,Prospect Park SW
N542,R241,15 ST-PROSPECT,FG,IND,241,,,15 St-Prospect Park,241,,,,,,,,Windsor Pl
N543,R289,FT HAMILTON PKY,FG,IND,242,,,Fort Hamilton Pkwy,242,,,,,,,,Greenwood Ave
N544,R289,FT HAMILTON PKY,FG,IND,242,,,Fort Hamilton Pkwy,242,,,,,,,,Fort Hamilton Pkwy
N545,R204,CHURCH AV,FG,IND,243,,,Church Av,243,,,CHURCH AVE,,,,,Albemarle Rd
N546,R204,CHURCH AV,FG,IND,243,,,Church Av,243,,,CHURCH AVE,,,,,Church Ave
N547,R420,DITMAS AV,F,IND,244,,,Ditmas Av,244,,,DITMAS AVE,,,,,Cortelyou Rd
N548,R420,DITMAS AV,F,IND,244,,,Ditmas Av,244,,,DITMAS AVE,,,,,Ditmas Ave
N549,R242,18 AV,F,IND,245,,,18 Av,245,,,18 AVE,,,,,18th Ave
N550,R242,18 AV,F,IND,245,,,18 Av,245,,,18 AVE,,,,,Lawrence Ave
N551,R421,AVENUE I,F,IND,246,,,Avenue I,246,,,"AVI, AVE I",,,,,Avenue I
N552,R421,AVENUE I,F,IND,246,,,Avenue I,246,,,"AVI, AVE I",,,,N551,Avenue J
N553,R422,BAY PKWY,F,IND,247,,,Bay Pkwy,247,,,"22 AV-BAY PKY,22 AVE-BAY PKY",,,,,Bay Pkwy
N554,R423,AVENUE N,F,IND,248,,,Avenue N,248,,,"AV N,AVE N",,,,,Avenue M
N555,R423,AVENUE N,F,IND,248,,,Avenue N,248,,,"AV N,AVE N",,,,,Avenue N
N556,R424,AVENUE P,F,IND,249,,,Avenue P,249,,,AVE P,,,,,Avenue P
N557,R130,KINGS HWY,F,IND,250,,,Kings Hwy,250,,,KINGS HIGHWAY,,,,,Kings Hwy
N558,R130,KINGS HWY,F,IND,250,,,Kings Hwy,250,,,KINGS HIGHWAY,,,,,Avenue S
N559,R425,AVENUE U,F,IND,251,,,Avenue U,251,,,AVE U,,,,,Avenue U
N560,R425,AVENUE U,F,IND,251,,,Avenue U,251,,,AVE U,,,,N559,Gravesend Neck Rd
N561,R271,AVENUE X,F,IND,252,,,Avenue X,252,,,AVE X,,,,,Avenue X
N562,R426,NEPTUNE AV,F,IND,253,,,Neptune Av,253,,,NEPTUNE AVE,,,,,Neptune Ave
N600,R302,57 ST,F,IND,224,,,57 St,224,,,,,809,,,W 57th St
N601,R319,LEXINGTON AV/63,F,IND,223,,,Lexington Av/63 St,223,,,"LEXINGTON AV,LEXINGTON AVE",,,,,Lexington Ave
N601A,R319,LEXINGTON AV/63,F,IND,223,,,Lexington Av/63 St,223,,,"LEXINGTON AV,LEXINGTON AVE",,,,,3rd Ave
N602,R259,ROOSEVELT ISLND,F,IND,222,,,Roosevelt Island,222,,,ROOSEVELT IS,,,,,West Rd
N603,R303,21 ST-QNSBRIDGE,F,IND,221,,,21 St-Queensbridge,221,,,21 ST,,,,,21st St
N604,R342,JAMAICA VAN WK,E,IND,280,,,Jamaica-Van Wyck,280,,,JAMAICA-VAN WYC,,,,,Jamaica Ave
N605,R024,SUTPHIN-ARCHER,EJZ,IND,279,,,Sutphin Blvd-Archer Av-JFK Airport,279,,,SUTPHIN BLVD,,,,,Sutphin Blvd
N606,R025,JAMAICA CENTER,EJZ,IND,278,,,Jamaica Center-Parsons/Archer,278,,,,,,,,Parsons Blvd
N607,R025,JAMAICA CENTER,EJZ,IND,278,,,Jamaica Center-Parsons/Archer,278,,,,,,,,158th St
N700,R570,72 ST-2 AVE,Q,IND,477,,,72 St,477,,,,,701,,,E 72nd St
N700A,R570,72 ST-2 AVE,Q,IND,477,,,72 St,477,,,,,702,,,E 69th St
N701,R571,86 ST-2 AVE,Q,IND,476,,,86 St,476,,,,,,,,E 86th St
N701A,R571,86 ST-2 AVE,Q,IND,476,,,86 St,476,,,,,,,,E 83rd St
N702,R572,96 ST-2 AVE,Q,IND,475,,,96 St,475,,,,,,,,E 96th St
N702A,R572,96 ST-2 AVE,Q,IND,475,,,96 St,475,,,,,,,,E 94th St
R101,R001,SOUTH FERRY,1RW,IRT,330,,,South Ferry,635,South Ferry / Whitehall,,,,,,,South St
R101S,R001,SOUTH FERRY,RW1,IRT,330,,,South Ferry,635,South Ferry / Whitehall,,,,,Closed,,
R102,R304,RECTOR ST,1,IRT,329,,,Rector St,329,,,,,,,,N/B Rector St
R103,R304,RECTOR ST,1,IRT,329,,,Rector St,329,,,,,,,,S/B Rector St
R106,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,364,Closed,,S/B Vesey St
R107,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,365,,,N/B Fulton St
R107D,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,366,,,Fulton St
R108,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,367,,,S/B Cortlandt St
R108A,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,368,,,S/B Dey St
R109,R305,WTC-CORTLANDT,1,IRT,328,,,WTC Cortlandt,328,,,CORTLANDT ST,,369,,,N/B Cortlandt St
R110,R027,WALL ST,23,IRT,333,,,Wall St,333,,,,,703,,,Wall St S/S
R111,R027,WALL ST,23,IRT,333,,,Wall St,333,,,,2164,704,,,Wall St N/S
R112,R027,WALL ST,23,IRT,333,,,Wall St,333,,,,2165,705,,,Pine St
R112A,R027,WALL ST,23,IRT,333,,,Wall St,333,,,,,706,,,Cedar St
R113,R028,FULTON ST,2345ACJZ,IRT,332,,,Fulton St,628,Fulton St,,FULTON STREET,,,,,John St
R113A,R028,FULTON ST,2345ACJZ,IRT,332,,,Fulton St,628,Fulton St,,FULTON STREET,,,,N098,Fulton St
R114,R028,FULTON ST,2345ACJZ,IRT,332,,,Fulton St,628,Fulton St,,FULTON STREET,,,,,Ann St
R115,R029,PARK PLACE,23ACE,IRT,331,,,Park Place,624,Chambers St / WTC / Park Place / Cortlandt St,,,,,,,Broadway
R116,R030,CHAMBERS ST,123,IRT,327,,,Chambers St,327,,,,,370,,,Chambers St
R117,R343,FRANKLIN ST,1,IRT,326,,,Franklin St,326,,,,1890,371,,,N/B Franklin St
R118,R343,FRANKLIN ST,1,IRT,326,,,Franklin St,326,,,,,372,,,S/B Franklin St
R119,R320,CANAL ST,1,IRT,325,,,Canal St,325,,,,,375,,,N/B Canal St
R120,R320,CANAL ST,1,IRT,325,,,Canal St,325,,,,,376,,,S/B Canal St
R121,R290,HOUSTON ST,1,IRT,324,,,Houston St,324,,,,,,,,N/B King St
R122,R290,HOUSTON ST,1,IRT,324,,,Houston St,324,,,,,,,,S/B King St
R123,R290,HOUSTON ST,1,IRT,324,,,Houston St,324,,,,,,,,N/B W Houston St
R124,R290,HOUSTON ST,1,IRT,324,,,Houston St,324,,,,,,,,S/B W Houston St
R125,R189,CHRISTOPHER ST,1,IRT,323,,,Christopher St-Sheridan Sq,323,,,,1898,381,,,N/B Grove St
R126,R189,CHRISTOPHER ST,1,IRT,323,,,Christopher St-Sheridan Sq,323,,,,,382,,,S/B Christopher St
R127,R105,14 ST,123FLM,IRT,322,,,14 St,601,14 St / 6 Av,,,,383,,,W 14th St
R128,R105,14 ST,123FLM,IRT,322,,,14 St,601,14 St / 6 Av,,,,388,,,W 12th St
R129,R321,18 ST,1,IRT,321,,,18 St,321,,,,,,,,N/B W 18th St
R130,R321,18 ST,1,IRT,321,,,18 St,321,,,,,,,,S/B W 18th St
R131,R190,23 ST,1,IRT,320,,,23 St,320,,,,1904,,,,N/B W 23rd St
R132,R190,23 ST,1,IRT,320,,,23 St,320,,,,1905,,,,S/B W 23rd St
R133,R272,28 ST,1,IRT,319,,,28 St,319,,,,1906,,,,N/B W 28th St
R134,R272,28 ST,1,IRT,319,,,28 St,319,,,,1907,,,,S/B W 28th St
R135,R031,34 ST-PENN STA,123,IRT,318,,,34 St-Penn Station,318,,,,,317,,,W 32nd St
R137,R031,34 ST-PENN STA,123,IRT,318,,,34 St-Penn Station,318,,,,,318,Closed,,N/B W 32nd St
R138,R293,34 ST-PENN STA,123ACE,IRT,318,,,34 St-Penn Station,318,,,,2173,319,,,W 33rd St
R139,R031,34 ST-PENN STA,123,IRT,318,,,34 St-Penn Station,318,,,,,320,,,N/B W 33rd St
R140,R293,34 ST-PENN STA,123ACE,IRT,318,,,34 St-Penn Station,318,,,,,,Closed,R138,S/B W 33rd St
R141,R031,34 ST-PENN STA,123,IRT,318,,,34 St-Penn Station,318,,,,,321,,,N/B W 34th St
R142,R293,34 ST-PENN STA,123ACE,IRT,318,,,34 St-Penn Station,318,,,,,322,,,S/B W 34th St
R143,R032,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,,,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,,,,W 40th St
R144,R032,TIMES SQ-42 ST,1237ACENQRSW,IRT,11,317,467,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,,,R145,W 41st St
R145,R032,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,11,467,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,,,,W 41st St E/S
R146,R032,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,11,467,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,,,R145,W 41st St W/S
R147,R033,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,468,11,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,408,,,W 42nd St E/S
R148,R033,TIMES SQ-42 ST,1237ACENQRSW,IRT,468,11,317,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,2180,409,,,W 42nd St SE cnr
R150,R033,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,468,11,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,,Closed,,W 42nd St NE cnr
R151,R033,TIMES SQ-42 ST,1237ACENQRSW,IRT,317,468,11,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,410,,,W 42nd St W/S
R153,R033,TIMES SQ-42 ST,1237ACENQRSW,IRT,468,11,317,Times Sq-42 St,611,Times Sq - 42 St / Port Authority Bus Terminal,,42 ST-TIMES SQ,,411,,,W 43rd St
R154,R116,50 ST,1,IRT,316,,,50 St,316,,,,1908,,,,S/B W 50th St
R155,R116,50 ST,1,IRT,316,,,50 St,316,,,,1909,,,,N/B W 50th St
R158,R084,59 ST COLUMBUS,1ABCD,IRT,315,,,59 St-Columbus Circle,614,59 St - Columbus Circle,,59 ST-COLUMBUS,,,,,S/B W 59th-60th Sts
R159,R164,66 ST-LINCOLN,1,IRT,314,,,66 St-Lincoln Center,314,,,66 ST/LINCOLN,,427,,,N/B W 66th St
R160,R164,66 ST-LINCOLN,1,IRT,314,,,66 St-Lincoln Center,314,,,66 ST/LINCOLN,,428,,,S/B W 66th St
R160A,R164,66 ST-LINCOLN,1,IRT,314,,,66 St-Lincoln Center,314,,,66 ST/LINCOLN,,429,,,S/B W 65th St
R161,R452,72 ST,123,IRT,313,,,72 St,313,,,72ND STREET,,,,R161A,W 72nd St S/S
R161A,R452,72 ST,123,IRT,313,,,72 St,313,,,72ND STREET,,430,,,W 72nd St S/S
R161B,R452,72 ST,123,IRT,313,,,72 St,313,,,72ND STREET,,432,,,W 72nd St N/S
R162,R166,79 ST,1,IRT,312,,,79 St,312,,,,,,,,S/B W 79th St
R163,R166,79 ST,1,IRT,312,,,79 St,312,,,,,,,,N/B W 79th St
R164,R167,86 ST,1,IRT,311,,,86 St,311,,,86 STREET,,,,,S/B W 86th St
R165,R167,86 ST,1,IRT,311,,,86 St,311,,,86 STREET,,,,,N/B W 86th St
R166,R167,86 ST,1,IRT,311,,,86 St,311,,,86 STREET,,,,,S/B W 87th St
R168,R168,96 ST,123,IRT,310,,,96 St,310,,,,,,Closed,,S/B W 96th St
R168A,R168,96 ST,123,IRT,310,,,96 St,310,,,,,,,,W 94th St
R169,R168,96 ST,123,IRT,310,,,96 St,310,,,,,,,,N/B W 96th St
R170,R191,103 ST,1,IRT,309,,,103 St,309,,,,,,,,W 103rd St
R171,R192,CATHEDRAL PKWY,1,IRT,308,,,Cathedral Pkwy (110 St),308,,,110 ST-CATHEDRL,,,,,N/B W 110th St
R172,R192,CATHEDRAL PKWY,1,IRT,308,,,Cathedral Pkwy (110 St),308,,,110 ST-CATHEDRL,,,,,S/B W 110th St
R173,R159,116 ST-COLUMBIA,1,IRT,307,,,116 St-Columbia University,307,,,,,,,,W 116th St
R174,R034,125 ST,1,IRT,306,,,125 St,306,,,,,,,,W 125th St
R175,R169,137 ST CITY COL,1,IRT,305,,,137 St-City College,305,,,137 ST-CITY COL,,,,,N/B W 137th St
R176,R169,137 ST CITY COL,1,IRT,305,,,137 St-City College,305,,,137 ST-CITY COL,,,,,S/B W 137th St
R177,R273,145 ST,1,IRT,304,,,145 St,304,,,,,,,,N/B W 145th St
R178,R273,145 ST,1,IRT,304,,,145 St,304,,,,,,,,S/B W 145th St
R179,R193,157 ST,1,IRT,303,,,157 St,303,,,,,,,,N/B W 157th St
R180,R193,157 ST,1,IRT,303,,,157 St,303,,,,,,,,S/B W 157th St
R182,R035,168 ST,1AC,IRT,302,,,168 St-Washington Hts,605,168 St - Washington Hts,,168 ST-BROADWAY,,,,,W 168th St
R183,R260,181 ST,1,IRT,301,,,181 St,301,,,,,,,,W 181st St
R185,R274,191 ST,1,IRT,300,,,191 St,300,,,,,,,,W 191st St
R186,R036,DYCKMAN ST,1,IRT,299,,,Dyckman St,299,,,,,,,,Dyckman St
R187,R037,207 ST,1,IRT,298,,,207 St,298,,,,,,,R188,N/B W 207th St
R188,R037,207 ST,1,IRT,298,,,207 St,298,,,207 STREET,,,,,S/B W 207th St
R189,R038,215 ST,1,IRT,297,,,215 St,297,,,207 STREET,,,,R190,N/B W 215th St
R190,R038,215 ST,1,IRT,297,,,215 St,297,,,215 STREET,,,,,S/B W 215th St
R191,R039,MARBLE HILL-225,1,IRT,296,,,Marble Hill-225 St,296,,,215 STREET,,,,R192,N/B W 225th St
R192,R039,MARBLE HILL-225,1,IRT,296,,,Marble Hill-225 St,296,,,225 STREET,,,,,S/B W 225th St
R193,R040,231 ST,1,IRT,295,,,231 St,295,,,225 STREET,,,,R194,N/B W 231st St
R194,R040,231 ST,1,IRT,295,,,231 St,295,,,231 STREET,,,,,S/B W 231st St
R195,R306,238 ST,1,IRT,294,,,238 St,294,,,231 STREET,,,,R196,N/B W 238th St
R196,R306,238 ST,1,IRT,294,,,238 St,294,,,,,,,,S/B W 238th St
R197,R117,V.CORTLANDT PK,1,IRT,293,,,Van Cortlandt Park-242 St,293,,,242 ST,,,,,W 242nd St
R200A,R041,BOWLING GREEN,45,IRT,414,,,Bowling Green,414,,,,,,,,Bowling Green
R201,R041,BOWLING GREEN,45,IRT,414,,,Bowling Green,414,,,,,,,,Battery Pl
R202,R042,BOWLING GREEN,45,IRT,414,,,Bowling Green,414,,,,,67,,,State St
R203,R043,WALL ST,45,IRT,413,,,Wall St,413,,,,,4,,,N/B Rector St
R203A,R043,WALL ST,45,IRT,413,,,Wall St,413,,,,,,,,N/B Pine St
R204,R043,WALL ST,45,IRT,413,,,Wall St,413,,,,,77,,,S/B Rector St
R204A,R043,WALL ST,45,IRT,413,,,Wall St,413,,,,,,,,S/B Pine St
R205,R014,FULTON ST,ACJZ2345,IRT,412,,,Fulton St,628,Fulton St,,FULTON STREET,,,Closed,,N/B John St
R205A,R014,FULTON ST,2345ACJZ,IRT,412,,,Fulton St,628,Fulton St,,FULTON STREET,,,,,N/B Cortlandt St
R206,R014,FULTON ST,2345ACJZ,IRT,412,,,Fulton St,628,Fulton St,,FULTON STREET,,78,,,S/B Dey St
R206A,R014,FULTON ST,2345ACJZ,IRT,412,,,Fulton St,628,Fulton St,,FULTON STREET,,,,R205A,S/B Cortlandt St
R208,R014,FULTON ST,2345ACJZ,IRT,412,,,Fulton St,628,Fulton St,,FULTON STREET,,,,,S/B Fulton St
R210,R044,BROOKLYN BRIDGE,456JZ,IRT,411,,,Brooklyn Bridge-City Hall,622,Brooklyn Bridge-City Hall / Chambers St,,,2201,53,,,Brooklyn Bridge
R210A,R044,BROOKLYN BRIDGE,456JZ,IRT,411,,,Brooklyn Bridge-City Hall,622,Brooklyn Bridge-City Hall / Chambers St,,,,54,,,Reade St
R214,R463,CANAL ST,JNQRZ6,IRT,410,,,Canal St,623,Canal St,,,,,,A046,S/B Canal St
R215,R322,SPRING ST,6,IRT,409,,,Spring St,409,,,,,34,,,N/B Spring St
R216,R322,SPRING ST,6,IRT,409,,,Spring St,409,,,,,,,,S/B Spring St
R217,R194,BLEECKER ST,6BDFM,IRT,408,,,Bleecker St,619,Broadway-Lafayette St / Bleecker St,,,,,,R217A,N/B Bleecker St
R217A,R194,BLEECKER ST,6BDFM,IRT,408,,,Bleecker St,619,Broadway-Lafayette St / Bleecker St,,,,13,,,N/B E Houston St
R218,R461,BLEECKER ST,6BDFM,IRT,408,,,Bleecker St,619,Broadway-Lafayette St / Bleecker St,,,,,,N519A,S/B Bleecker St
R219,R160,ASTOR PL,6,IRT,407,,,Astor Pl,407,,,ASTOR PLACE,,,,,N/B Astor Pl
R220,R160,ASTOR PL,6,IRT,407,,,Astor Pl,407,,,ASTOR PLACE,,,,,S/B Astor Pl
R221,R170,14 ST-UNION SQ,456LNQRW,IRT,406,,,14 St-Union Sq,602,14 St - Union Sq,,,1944,,,,E 14th St
